0.46565327,0.46565327,0.75255170
0.25782049,0.25782049,0.93115906
0.55778709,0.55778709,0.61461137
0.70185433,0.70185433,0.12165939
0.48402295,0.48402295,0.72900177
0.09233870,0.09233870,0.99143690
0.68297778,0.68297778,0.25900327
0.44282006,0.44282006,0.77962862
0.66219990,0.66219990,0.35068874
0.70050307,0.70050307,0.13634844
0.37002359,0.37002359,0.85215320
0.10432780,0.10432780,0.98905582
0.56723374,0.56723374,0.59706931
0.60884766,0.60884766,0.50853618
0.20164300,0.20164300,0.95847807
0.02106647,0.02106647,0.99955611
0.29996844,0.29996844,0.90555943
0.16939939,0.16939939,0.97087985
0.15060175,0.15060175,0.97705590
0.63665070,0.63665070,0.43514569
0.44458893,0.44458893,0.77761260
0.70082804,0.70082804,0.13296655
0.50244809,0.50244809,0.70362762
0.41097323,0.41097323,0.81375795
0.60541885,0.60541885,0.51665852
0.04719226,0.04719226,0.99777041
0.52043226,0.52043226,0.67697897
0.53253845,0.53253845,0.65787963
0.26569813,0.26569813,0.92671948
0.70106140,0.70106140,0.13048305
0.70418496,0.70418496,0.09081349
0.10984437,0.10984437,0.98786053
0.65559549,0.65559549,0.37468533
0.67454564,0.67454564,0.29996059
0.47845401,0.47845401,0.73631754
0.62002117,0.62002117,0.48077802
0.67656811,0.67656811,0.29070810
0.46682679,0.46682679,0.75109620
0.53426290,0.53426290,0.65507732
0.22340248,0.22340248,0.94877957
0.60329193,0.60329193,0.52161068
0.58073664,0.58073664,0.57051722
0.07804334,0.07804334,0.99389057
0.15977218,0.15977218,0.97413844
0.15443244,0.15443244,0.97585923
0.60438344,0.60438344,0.51907737
0.65957531,0.65957531,0.36044531
0.24031884,0.24031884,0.94047526
0.68774848,0.68774848,0.23238771
0.65949082,0.65949082,0.36075438
0.46584425,0.46584425,0.75231527
0.51907622,0.51907622,0.67905798
0.07290784,0.07290784,0.99467024
0.70519184,0.70519184,0.07354539
0.47441021,0.47441021,0.74153213
0.42906778,0.42906778,0.79485954
0.69496926,0.69496926,0.18448701
0.59616171,0.59616171,0.53775686
0.65940715,0.65940715,0.36106015
0.52885084,0.52885084,0.66380236
0.46783256,0.46783256,0.74984358
0.51789638,0.51789638,0.68085732
0.54457890,0.54457890,0.63786178
0.20039081,0.20039081,0.95900315
0.24477317,0.24477317,0.93817493
0.64930239,0.64930239,0.39599597
0.70702688,0.70702688,0.01503252
0.48256676,0.48256676,0.73092999
0.32829192,0.32829192,0.88569116
0.23415310,0.23415310,0.94358076
0.61111665,0.61111665,0.50306350
0.68014028,0.68014028,0.27352955
0.46746657,0.46746657,0.75029994
0.31774435,0.31774435,0.89335158
0.30496590,0.30496590,0.90221483
0.56530559,0.56530559,0.60071556
0.70347741,0.70347741,0.10118821
0.70525363,0.70525363,0.07235069
0.53399487,0.53399487,0.65551427
0.61113723,0.61113723,0.50301350
0.70238563,0.70238563,0.11536405
0.46375020,0.46375020,0.75489834
0.64891382,0.64891382,0.39726780
0.24839008,0.24839008,0.93627172
0.38778701,0.38778701,0.83620719
